1621444893.84,264.00,59.00
1621444894.04,272.00,59.00
1621444900.85,279.00,61.00
1621444902.75,340.00,62.00
1621444905.76,5.00,63.00
1621444905.96,0.00,63.00
1621444906.16,0.00,63.00
1621444908.16,212.00,64.00
1621444911.07,253.00,65.00
1621444915.98,12.00,67.00
1621444916.07,337.00,67.00
1621444919.78,360.00,68.00
1621444923.29,0.00,69.00
1621444925.70,250.00,70.00
1621444925.89,253.00,70.00
1621444928.70,333.00,71.00
1621444929.10,330.00,71.00
1621444931.80,204.00,72.00
1621444932.00,219.00,72.00
1621444933.70,162.00,73.00
1621444933.80,315.00,73.00
1621444936.81,0.00,74.00
1621444937.02,0.00,74.00
1621444946.93,250.00,77.00
1621444947.02,254.00,77.00
1621444950.03,408.00,78.00
1621444953.13,208.00,79.00
1621444954.94,288.00,80.00
1621444955.04,329.00,80.00
1621444956.14,0.00,81.00
1621444957.84,332.00,82.00
1621444960.04,324.00,83.00
1621444962.25,371.00,84.00
1621444964.85,394.00,85.00
1621444966.75,67.00,86.00
1621444966.95,62.00,86.00
1621444967.15,65.00,86.00
1621444970.06,372.00,87.00
1621444974.97,242.00,89.00
1621444975.17,84.00,89.00
1621444978.87,279.00,90.00
1621444982.08,75.00,91.00
1621444989.29,0.00,92.00
1621444990.90,256.00,93.00
1621444991.09,121.00,93.00
1621444994.20,328.00,94.00
1621444995.90,246.00,95.00
1621445000.71,0.00,97.00
1621445000.91,0.00,97.00
1621445001.11,0.00,97.00
1621445004.01,6.00,98.00
1621445010.22,0.00,100.00
1621445012.23,276.00,101.00
1621445014.83,347.00,102.00
1621445015.03,351.00,102.00
1621445016.83,0.00,103.00
1621445016.93,153.00,103.00
1621445021.94,230.00,105.00
1621445022.14,357.00,105.00
1621445027.85,0.00,107.00
1621445028.05,0.00,107.00
1621445029.75,290.00,108.00
1621445029.95,526.00,108.00
1621445032.16,281.00,109.00
1621445035.06,160.00,110.00
1621445037.17,259.00,111.00
1621445039.87,264.00,112.00
1621445042.17,50.00,113.00
1621445045.18,0.00,114.00
1621445046.88,317.00,115.00
1621445047.28,0.00,115.00
1621445049.18,358.00,116.00
1621445050.99,185.00,117.00
1621445052.89,262.00,118.00
1621445053.29,258.00,118.00
1621445055.99,0.00,119.00
1621445056.29,0.00,119.00
1621445058.10,0.00,120.00
1621445059.70,116.00,121.00
1621445059.90,0.00,121.00
1621445060.30,334.00,121.00
1621445063.01,187.00,122.00
1621445064.81,274.00,123.00
1621445065.01,2.00,123.00
1621445071.02,48.00,126.00
1621445074.02,214.00,127.00
1621445076.03,322.00,128.00
1621445077.73,0.00,129.00
1621445077.93,0.00,129.00
1621445081.03,53.00,130.00
1621445083.14,324.00,132.00
1621445092.85,433.00,134.00
1621445092.95,450.00,134.00
1621445093.15,0.00,134.00
1621445095.76,0.00,135.00
1621445097.76,60.00,136.00
1621445097.86,32.00,136.00
1621445097.96,223.00,136.00
1621445099.76,238.00,137.00
1621445099.86,244.00,137.00
1621445102.77,0.00,138.00
1621445106.07,207.00,140.00
1621445109.28,0.00,141.00
1621445110.88,263.00,142.00
1621445112.78,59.00,143.00
1621445114.99,0.00,144.00
1621445115.09,0.00,144.00
1621445117.89,264.00,145.00
1621445118.09,249.00,145.00
1621445119.79,54.00,146.00
1621445120.19,305.00,146.00
1621445121.70,157.00,147.00
1621445121.80,170.00,147.00
1621445123.80,0.00,148.00
1621445127.21,0.00,149.00
1621445128.71,0.00,150.00
1621445130.91,190.00,151.00
1621445131.21,373.00,151.00
1621445134.72,310.00,153.00
1621445135.12,0.00,153.00
1621445138.92,331.00,155.00
1621445139.13,339.00,155.00
1621445141.13,342.00,156.00
1621445142.83,196.00,157.00
1621445143.03,326.00,157.00
1621445145.24,87.00,158.00
1621445148.74,0.00,160.00
1621445148.94,0.00,160.00
1621445151.74,320.00,161.00
1621445152.05,242.00,161.00
1621445153.85,317.00,162.00
1621445153.95,317.00,162.00
1621445154.05,314.00,162.00
1621445154.75,0.00,163.00
1621445154.95,0.00,163.00
1621445155.05,122.00,163.00
1621445157.76,0.00,164.00
1621445157.95,96.00,164.00
1621445162.76,0.00,166.00
1621445165.97,0.00,167.00
1621445166.16,0.00,167.00
1621445168.07,163.00,168.00
1621445169.97,427.00,169.00
1621445171.78,392.00,170.00
1621445171.98,189.00,170.00
1621445172.18,0.00,170.00
1621445173.88,40.00,171.00
1621445174.18,0.00,171.00
1621445175.78,354.00,172.00
1621445175.89,357.00,172.00
1621445177.78,309.00,173.00
1621445178.08,331.00,173.00
1621445178.89,0.00,174.00
1621445178.98,0.00,174.00
1621445181.89,221.00,176.00
1621445183.79,397.00,177.00
1621445185.80,274.00,178.00
1621445190.20,283.00,180.00
1621445197.81,0.00,181.00
1621445198.01,251.00,181.00
1621445202.12,221.00,183.00
1621445204.83,367.00,184.00
1621445205.03,0.00,184.00
1621445207.03,0.00,185.00
1621445211.03,0.00,187.00
1621445213.14,0.00,188.00
1621445214.74,333.00,189.00
1621445214.94,341.00,189.00
1621445215.14,284.00,189.00
1621445216.84,439.00,190.00
1621445217.04,0.00,190.00
1621445217.85,0.00,191.00
1621445218.05,0.00,191.00
1621445219.85,173.00,192.00
1621445220.05,303.00,192.00
1621445222.05,320.00,193.00
1621445223.76,331.00,194.00
1621445223.85,326.00,194.00
1621445226.06,0.00,195.00
1621445227.96,419.00,196.00
1621445230.06,142.00,197.00
1621445231.97,439.00,198.00
1621445232.17,436.00,198.00
1621445259.91,0.00,199.00
1621445261.01,551.00,200.00
1621445262.81,122.00,201.00
1621445264.71,0.00,202.00
1621445264.91,265.00,202.00
1621445269.12,49.00,203.00
1621445271.02,0.00,204.00
1621445273.73,369.00,205.00
1621445274.13,190.00,205.00
1621445278.84,0.00,207.00
1621445281.04,157.00,208.00
1621445282.74,0.00,209.00
1621445286.04,39.00,210.00
1621445289.15,278.00,211.00
1621445292.06,396.00,212.00
1621445294.26,406.00,213.00
1621445296.96,54.00,214.00
1621445297.16,0.00,214.00
1621445298.77,162.00,215.00
1621445299.07,57.00,215.00
1621445300.87,0.00,216.00
1621445300.97,0.00,216.00
1621445303.87,326.00,217.00
1621445304.17,348.00,217.00
1621445305.77,236.00,218.00
1621445305.88,382.00,218.00
1621445306.08,433.00,218.00
1621445308.28,351.00,219.00
1621445310.28,405.00,220.00
1621445311.88,0.00,221.00
1621445314.89,405.00,222.00
1621445315.29,346.00,222.00
1621445317.09,0.00,223.00
1621445319.80,393.00,224.00
1621445320.30,0.00,224.00
1621445322.10,272.00,225.00
1621445325.11,423.00,226.00
1621445327.81,0.00,227.00
1621445329.71,427.00,228.00
1621445330.01,37.00,228.00
1621445331.82,398.00,229.00
1621445336.82,375.00,231.00
1621445337.12,0.00,231.00
1621445339.03,236.00,232.00
1621445340.73,226.00,233.00
1621445340.83,370.00,233.00
1621445343.73,0.00,235.00
1621445346.74,470.00,236.00
1621445350.75,431.00,238.00
1621445350.85,431.00,238.00
1621445350.95,258.00,238.00
1621445354.05,192.00,240.00
1621445358.16,0.00,241.00
1621445359.16,336.00,242.00
1621445360.86,206.00,243.00
1621445361.06,433.00,243.00
1621445362.77,339.00,244.00
1621445363.97,36.00,245.00
1621445365.77,0.00,246.00
1621445366.07,327.00,246.00
1621445367.77,322.00,247.00
1621445368.07,345.00,247.00
1621445369.78,0.00,248.00
1621445369.98,0.00,248.00
1621445372.98,122.00,249.00
1621445374.78,404.00,250.00
1621445375.18,0.00,250.00
1621445376.89,135.00,251.00
1621445377.19,297.00,251.00
1621445380.79,229.00,253.00
1621445382.79,383.00,254.00
1621445384.10,202.00,255.00
1621445386.70,0.00,256.00
1621445386.80,0.00,256.00
1621445387.30,399.00,256.00
1621445391.11,0.00,258.00
1621445392.71,40.00,259.00
1621445392.82,187.00,259.00
1621445393.01,234.00,259.00
1621445394.72,389.00,260.00
1621445394.82,239.00,260.00
1621445398.72,391.00,262.00
1621445399.12,0.00,262.00
1621445399.82,107.00,263.00
1621445402.03,388.00,264.00
1621445405.74,227.00,265.00
1621445406.03,0.00,265.00
1621445406.84,130.00,266.00
1621445410.14,312.00,268.00
1621445412.75,223.00,269.00
1621445412.95,253.00,269.00
1621445414.85,347.00,270.00
1621445415.05,345.00,270.00
1621445418.26,291.00,271.00
1621445436.88,184.00,272.00
1621445456.21,347.00,273.00
1621445464.73,188.00,276.00
1621445465.12,0.00,276.00
1621445467.13,273.00,277.00
1621445477.94,0.00,281.00
1621445478.05,0.00,281.00
1621445484.16,231.00,284.00
1621445488.96,391.00,286.00
1621445491.27,0.00,287.00
1621445494.07,122.00,289.00
1621445496.07,167.00,290.00
1621445498.28,95.00,291.00
1621445500.29,326.00,292.00
1621445502.88,345.00,293.00
1621445502.98,0.00,293.00
1621445503.08,0.00,293.00
1621445506.19,186.00,295.00
1621445508.79,151.00,296.00
1621445508.89,284.00,296.00
1621445509.10,284.00,296.00
1621445510.70,143.00,297.00
1621445511.00,209.00,297.00
1621445516.81,0.00,300.00
1621445517.01,0.00,300.00
